"product_type","product_name","size","gender","age","city","state","country","total_quantity_sold"
"Jacket","Cardigan","L","Genderfluid",54,"Siennabury","New South Wales","Australia",2
"Shirt","Chambray","S","Genderqueer",60,"Harveyside","Tasmania","Australia",2
"Trousers","Joggers","L","Female",63,"East Mason","Tasmania","Australia",2
"Jacket","Trench Coat","L","Non-binary",70,"Andersonchester","New South Wales","Australia",2
"Shirt","Casual Slim Fit","XL","Male",79,"Walterland","New South Wales","Australia",2
"Trousers","Cargo Pants","XL","Female",44,"New Angelina","Queensland","Australia",2
"Jacket","Coach","S","Genderqueer",56,"Elijahburgh","Queensland","Australia",2
"Shirt","Mandarin Collar","M","Male",28,"North Justin","South Australia","Australia",2
"Trousers","Cropped","XL","Genderfluid",32,"Heaneyview","South Australia","Australia",2
"Jacket","Coach","M","Male",38,"Port Chelseaport","Victoria","Australia",2
"Shirt","Casual Slim Fit","XS","Agender",33,"Casperfurt","South Australia","Australia",2
"Trousers","Drawstring","M","Polygender",34,"Charlotteville","Queensland","Australia",2
"Trousers","Tracksuit Bottoms","S","Male",27,"Charlotteborough","Victoria","Australia",2
"Trousers","Wool","XS","Non-binary",26,"South Holly","Tasmania","Australia",2
"Shirt","Mandarin Collar","L","Genderqueer",25,"New Codyville","Victoria","Australia",2
"Jacket","Shearling","XS","Bigender",74,"Lake Jesse","New South Wales","Australia",2
"Shirt","Denim","XS","Male",49,"New Madisonborough","Victoria","Australia",2
"Shirt","Henley","M","Bigender",53,"South Rileyview","Western Australia","Australia",2
"Shirt","Flannel","M","Agender",68,"Bartolettiside","Australian Capital Territory","Australia",2
"Trousers","High-Waisted","XS","Agender",51,"Lake Matildaville","Western Australia","Australia",2
"Jacket","Peacoat","S","Polygender",34,"East Sophia","Queensland","Australia",2
"Shirt","Dress","S","Female",43,"North Caitlin","South Australia","Australia",2
"Shirt","Casual Slim Fit","S","Genderfluid",73,"Abigailshire","New South Wales","Australia",2
"Jacket","Denim","L","Agender",27,"Sanfordton","South Australia","Australia",2
"Shirt","Dress","XL","Genderqueer",56,"Elijahburgh","Queensland","Australia",2
"Trousers","Wool","XL","Genderqueer",73,"Kiehnchester","Tasmania","Australia",2
"Shirt","Mandarin Collar","L","Non-binary",76,"Gleasonport","Tasmania","Australia",2
"Shirt","Polo","XL","Agender",25,"Islamouth","Western Australia","Australia",2
"Jacket","Trench Coat","XS","Female",54,"West Chasemouth","Australian Capital Territory","Australia",2
"Shirt","Mandarin Collar","S","Genderqueer",33,"Johnschester","New South Wales","Australia",2
"Jacket","Leather","L","Non-binary",31,"Boyerland","New South Wales","Australia",2
"Shirt","Polo","M","Bigender",43,"Macdonaldtown","Northern Territory","Australia",2
"Jacket","Denim","XL","Genderfluid",54,"New Masonport","Northern Territory","Australia",2
"Trousers","High-Waisted","XL","Non-binary",80,"East Sienna","New South Wales","Australia",2
"Jacket","Cardigan","XL","Bigender",59,"Kaylafurt","Northern Territory","Australia",2
"Shirt","Flannel","L","Female",51,"Lake Hannah","Queensland","Australia",2
"Shirt","Polo","XS","Bigender",43,"Macdonaldtown","Northern Territory","Australia",2
"Trousers","Relaxed Leg","M","Genderfluid",61,"Johnstonshire","Australian Capital Territory","Australia",2
"Trousers","Drawstring","M","Agender",57,"North Sebastianberg","Australian Capital Territory","Australia",2
"Trousers","Joggers","S","Agender",51,"Lewiston","Australian Capital Territory","Australia",2
"Shirt","Casual Slim Fit","M","Bigender",74,"Lake Jesse","New South Wales","Australia",2
"Trousers","Wool","M","Female",62,"South Declan","Queensland","Australia",2
"Shirt","Casual Slim Fit","S","Genderqueer",63,"Alexandraville","South Australia","Australia",2
"Jacket","Parka","L","Genderqueer",67,"Ryanberg","South Australia","Australia",2
"Trousers","Tracksuit Bottoms","XL","Polygender",57,"Hoppetown","Queensland","Australia",2
"Jacket","Puffer","S","Bigender",63,"Haydentown","Australian Capital Territory","Australia",2
"Shirt","Linen","L","Genderqueer",73,"Hamiltonport","Queensland","Australia",2
"Jacket","Leather","L","Bigender",57,"Port Rosemouth","Queensland","Australia",2
"Shirt","Henley","M","Bigender",64,"North Stephanie","South Australia","Australia",2
"Trousers","Joggers","XS","Non-binary",31,"Boyerland","New South Wales","Australia",2
"Trousers","Tracksuit Bottoms","XL","Genderfluid",65,"Bartolettifurt","Western Australia","Australia",2
"Shirt","Chambray","M","Agender",57,"North Ruby","South Australia","Australia",2
"Shirt","Denim","S","Non-binary",57,"Sophiemouth","Tasmania","Australia",2
"Jacket","Bomber","S","Bigender",46,"Port Alanamouth","Queensland","Australia",2
"Trousers","Cargo Pants","S","Polygender",66,"South Clairetown","Queensland","Australia",2
"Trousers","Cords","S","Genderqueer",20,"Mullerberg","Western Australia","Australia",2
"Jacket","Leather","L","Female",24,"Kaiberg","Western Australia","Australia",2
"Trousers","Cords","S","Genderqueer",63,"Alexandraville","South Australia","Australia",2
"Shirt","Cuban Collar","L","Polygender",68,"West Audreyhaven","Queensland","Australia",2
"Trousers","Cropped","M","Agender",37,"South Hugoberg","Australian Capital Territory","Australia",2
"Shirt","Cuban Collar","S","Female",26,"Jacobport","New South Wales","Australia",2
"Shirt","Cuban Collar","XL","Male",67,"West Siennaland","Tasmania","Australia",2
"Shirt","Flannel","L","Genderqueer",49,"East Michaelmouth","Australian Capital Territory","Australia",2
"Shirt","Camp Collared","XS","Bigender",62,"Josephmouth","Queensland","Australia",2
"Jacket","Coach","XL","Bigender",68,"Amyton","Australian Capital Territory","Australia",2
"Jacket","Shearling","S","Genderfluid",70,"West Madison","Northern Territory","Australia",2
"Jacket","Cardigan","XS","Non-binary",42,"Willowmouth","Queensland","Australia",2
"Shirt","Dress","M","Non-binary",52,"Codyfort","New South Wales","Australia",2
"Trousers","Cords","XS","Female",44,"New Angelina","Queensland","Australia",2
"Jacket","Peacoat","L","Genderfluid",56,"Gardenport","Victoria","Australia",2
"Jacket","Parka","L","Genderfluid",20,"Blakemouth","Northern Territory","Australia",2
"Trousers","Relaxed Leg","XL","Male",70,"Schneiderstad","New South Wales","Australia",2
"Trousers","Chinos","M","Polygender",41,"North Kaylastad","Australian Capital Territory","Australia",2
"Jacket","Parka","XS","Non-binary",57,"Sophiemouth","Tasmania","Australia",2
"Shirt","Henley","L","Polygender",32,"Aidenton","Northern Territory","Australia",2
"Trousers","Chinos","XS","Bigender",78,"Taylorburgh","South Australia","Australia",2
"Shirt","Oxford Cloth","S","Genderqueer",55,"Hollyfort","Northern Territory","Australia",2
"Trousers","Relaxed Leg","S","Genderfluid",24,"Harveyville","Australian Capital Territory","Australia",2
"Shirt","Mandarin Collar","S","Female",49,"North Avabury","South Australia","Australia",2
"Trousers","Pleated","M","Agender",27,"Harrismouth","Queensland","Australia",2
"Jacket","Shearling","XL","Genderfluid",38,"New Emmastad","South Australia","Australia",2
"Shirt","Casual Slim Fit","S","Bigender",46,"North Lillian","Australian Capital Territory","Australia",2
"Trousers","Tracksuit Bottoms","M","Polygender",40,"Hackettland","South Australia","Australia",2
"Trousers","Slim-Fit","L","Agender",51,"Port Cody","Australian Capital Territory","Australia",2
"Jacket","Cardigan","L","Non-binary",69,"Lake Evemouth","South Australia","Australia",2
"Jacket","Trench Coat","M","Bigender",32,"Evansburgh","South Australia","Australia",2
"Shirt","Chambray","L","Polygender",42,"Baumbachton","Victoria","Australia",2
"Jacket","Denim","L","Agender",21,"Langworthville","New South Wales","Australia",2
"Shirt","Cuban Collar","S","Female",54,"Andersonburgh","Tasmania","Australia",2
"Trousers","Cropped","S","Genderqueer",76,"Cameronton","Western Australia","Australia",2
"Jacket","Cardigan","S","Male",23,"O'keefeton","Tasmania","Australia",2
"Shirt","Camp Collared","XS","Agender",68,"Bartolettiside","Australian Capital Territory","Australia",2
"Shirt","Henley","L","Male",75,"New Chase","Australian Capital Territory","Australia",2
"Jacket","Pullover","L","Non-binary",61,"Port Ellaside","New South Wales","Australia",2
"Jacket","Trench Coat","XL","Non-binary",74,"West Lukeshire","New South Wales","Australia",2
"Shirt","Casual Slim Fit","XS","Non-binary",73,"Sarahstad","Western Australia","Australia",2
"Shirt","Linen","S","Male",78,"Port Liam","South Australia","Australia",2
"Jacket","Parka","L","Female",52,"Huelhaven","Australian Capital Territory","Australia",2
"Shirt","Linen","M","Female",59,"Port Hannahburgh","Australian Capital Territory","Australia",2
"Trousers","Joggers","S","Agender",52,"Callumborough","Queensland","Australia",2
"Trousers","Cropped","S","Polygender",32,"Kohlerberg","Queensland","Australia",2
"Trousers","Slim-Fit","XS","Genderqueer",37,"West Kai","South Australia","Australia",2
"Jacket","Windbreaker","M","Bigender",25,"Morissetteborough","Queensland","Australia",2
"Trousers","Pleated","M","Genderqueer",67,"West Isla","Tasmania","Australia",2
"Trousers","Cords","L","Polygender",77,"Lake Jacobborough","Victoria","Australia",2
"Trousers","Pleated","L","Agender",25,"Fayburgh","Northern Territory","Australia",2
"Jacket","Shearling","XS","Male",49,"New Madisonborough","Victoria","Australia",2
"Trousers","Chinos","L","Agender",71,"Lake Mollyburgh","New South Wales","Australia",2
"Trousers","Relaxed Leg","XS","Genderqueer",63,"Alexandraville","South Australia","Australia",2
"Trousers","Relaxed Leg","XS","Polygender",34,"Charlotteville","Queensland","Australia",2
"Shirt","Denim","M","Bigender",62,"Josephmouth","Queensland","Australia",2
"Trousers","Wool","M","Genderqueer",36,"Aliceland","Western Australia","Australia",2
"Jacket","Bomber","M","Genderqueer",65,"South Zacmouth","Western Australia","Australia",2
"Shirt","Dress","L","Genderfluid",20,"Blakemouth","Northern Territory","Australia",2
"Shirt","Oxford Cloth","L","Male",24,"Abbottburgh","Northern Territory","Australia",2
"Jacket","Puffer","S","Genderfluid",48,"West Danieltown","Victoria","Australia",2
"Shirt","Oxford Cloth","XL","Female",35,"Angelinastad","South Australia","Australia",2
"Trousers","Pleated","XS","Bigender",64,"Chloeville","Tasmania","Australia",2
"Jacket","Cardigan","XS","Genderfluid",54,"Siennabury","New South Wales","Australia",2
"Jacket","Leather","XS","Male",47,"West Michael","South Australia","Australia",2
"Trousers","Cargo Pants","M","Agender",33,"West Lachlan","Queensland","Australia",2
"Trousers","Cropped","XS","Male",35,"Jettstad","Australian Capital Territory","Australia",2
"Shirt","Camp Collared","M","Male",71,"Phoebeberg","Queensland","Australia",2
"Jacket","Parka","XL","Male",52,"Lake Laurenview","Tasmania","Australia",2
"Shirt","Chambray","XL","Bigender",46,"Noahmouth","Northern Territory","Australia",2
"Jacket","Leather","L","Genderfluid",35,"Claudiaview","Western Australia","Australia",2
"Jacket","Parka","M","Male",50,"Gleasonburgh","Northern Territory","Australia",2
"Jacket","Coach","M","Male",44,"Beiermouth","Queensland","Australia",2
"Shirt","Dress","L","Polygender",74,"Jaydenside","Victoria","Australia",2
"Shirt","Chambray","XS","Genderqueer",37,"Gabriellatown","Victoria","Australia",2
"Trousers","Slim-Fit","L","Agender",35,"East Declanside","Queensland","Australia",2
"Jacket","Trench Coat","XL","Non-binary",31,"Boyerland","New South Wales","Australia",2
"Shirt","Casual Slim Fit","M","Non-binary",71,"Port Marcusshire","Western Australia","Australia",2
"Jacket","Bomber","XS","Male",80,"Port Sophia","New South Wales","Australia",2
"Jacket","Parka","M","Male",23,"O'keefeton","Tasmania","Australia",2
"Jacket","Bomber","M","Bigender",78,"Taylorfurt","New South Wales","Australia",2
"Jacket","Cardigan","S","Male",70,"Schneiderstad","New South Wales","Australia",2
"Trousers","Chinos","XS","Agender",41,"Jademouth","Victoria","Australia",2
"Jacket","Pullover","S","Bigender",26,"Audreyport","Tasmania","Australia",2
"Jacket","Shearling","S","Genderqueer",27,"Scottview","New South Wales","Australia",2
"Trousers","Chinos","XS","Genderqueer",64,"Walterstad","New South Wales","Australia",2
"Shirt","Henley","XS","Female",20,"Levihaven","Victoria","Australia",2
"Jacket","Coach","M","Female",34,"Jasmineville","Victoria","Australia",2
"Jacket","Pullover","L","Bigender",32,"Evansburgh","South Australia","Australia",2
"Shirt","Mandarin Collar","L","Non-binary",52,"South Evaport","Northern Territory","Australia",2
"Jacket","Bomber","XS","Male",46,"Thomaschester","Tasmania","Australia",2
"Shirt","Henley","XS","Agender",29,"Port Jade","Western Australia","Australia",2
"Jacket","Parka","M","Female",49,"Davidfurt","Northern Territory","Australia",2
"Trousers","Slim-Fit","S","Genderqueer",42,"Mayaview","Queensland","Australia",2
"Jacket","Pullover","L","Polygender",58,"Joelmouth","Australian Capital Territory","Australia",2
"Jacket","Peacoat","XL","Genderqueer",42,"Mayaview","Queensland","Australia",2
"Jacket","Peacoat","XL","Genderqueer",27,"Jaspermouth","Western Australia","Australia",2
"Jacket","Pullover","M","Bigender",41,"Angelinaport","New South Wales","Australia",2
"Trousers","Wool","XL","Genderqueer",60,"Harveyside","Tasmania","Australia",2
"Jacket","Denim","S","Female",22,"Jordanborough","Tasmania","Australia",2
"Shirt","Casual Slim Fit","L","Non-binary",47,"North Lukeshire","Tasmania","Australia",2
"Jacket","Peacoat","L","Female",34,"Jasmineville","Victoria","Australia",2
"Jacket","Puffer","M","Bigender",59,"Kaylafurt","Northern Territory","Australia",2
"Jacket","Windbreaker","XS","Genderqueer",76,"Rubyfort","Tasmania","Australia",2
"Jacket","Peacoat","M","Genderfluid",54,"Siennabury","New South Wales","Australia",2
"Shirt","Polo","M","Agender",57,"North Sebastianberg","Australian Capital Territory","Australia",2
"Shirt","Linen","L","Female",63,"Lake Paigemouth","Northern Territory","Australia",2
"Shirt","Casual Slim Fit","L","Female",60,"Ameliaview","South Australia","Australia",2
"Jacket","Bomber","S","Male",53,"Amberland","Western Australia","Australia",2
"Shirt","Polo","XS","Genderqueer",74,"South Charles","New South Wales","Australia",2
"Shirt","Denim","XS","Male",79,"Walterland","New South Wales","Australia",2
"Trousers","High-Waisted","XS","Non-binary",69,"Thompsonport","Northern Territory","Australia",2
"Trousers","High-Waisted","XL","Genderfluid",32,"Heaneyview","South Australia","Australia",2
"Shirt","Linen","XS","Male",68,"Kingmouth","Northern Territory","Australia",2
"Jacket","Leather","XS","Agender",39,"Amelieburgh","New South Wales","Australia",2
"Trousers","Drawstring","L","Genderfluid",49,"Lake Ashleyhaven","Queensland","Australia",2
"Trousers","Chinos","L","Bigender",49,"Crooksshire","Victoria","Australia",2
"Trousers","Pleated","XS","Polygender",32,"Kohlerberg","Queensland","Australia",2
"Jacket","Pullover","M","Polygender",32,"Kohlerberg","Queensland","Australia",2
"Jacket","Leather","M","Bigender",32,"Evansburgh","South Australia","Australia",2
"Shirt","Linen","M","Non-binary",69,"Thompsonport","Northern Territory","Australia",2
"Shirt","Dress","XS","Male",55,"Sebastianbury","South Australia","Australia",2
"Shirt","Flannel","M","Male",61,"South Emilyborough","Victoria","Australia",2
"Trousers","Cropped","XS","Genderqueer",25,"New Codyville","Victoria","Australia",2
"Trousers","Relaxed Leg","S","Polygender",66,"North Liamfort","Australian Capital Territory","Australia",2
"Shirt","Polo","S","Bigender",46,"North Lillian","Australian Capital Territory","Australia",2
"Trousers","Cords","XL","Bigender",36,"Port Davidburgh","Tasmania","Australia",2
"Shirt","Chambray","M","Genderfluid",30,"South Adam","Western Australia","Australia",2
"Trousers","Drawstring","XL","Male",53,"Amberland","Western Australia","Australia",2
"Shirt","Henley","M","Male",52,"Lake Laurenview","Tasmania","Australia",2
"Jacket","Windbreaker","XL","Bigender",23,"North Alex","Victoria","Australia",2
"Shirt","Cuban Collar","L","Female",34,"Jasmineville","Victoria","Australia",2
"Trousers","Cropped","XS","Female",54,"Cameronport","South Australia","Australia",2
"Jacket","Pullover","S","Male",46,"Thomaschester","Tasmania","Australia",2
